interval_start_utc,station_id,cell_gdlat,cell_glon,cell_lat_bounds,cell_lon_bounds,vtec_tecu,valid_observation_count,within_hour_spread_tecu,largest_internal_gap_s,provider_dtec_summary,aggregation_config_id,target_valid,phase_id,source_id,target_definition_id,lineage_caveat
2022-11-01T00:00:00Z,BSHM,32,35,"[32, 33)","[35, 36)",7.03719,9,0.7379600000000002,300.0,0.652041,6f8330c7396a,True,P1A,GNSS_VTEC,GRIDDed_VTEC_1H,"The Phase 1 target is location-sampled gridded VTEC (Madrigal cell), never receiver-specific station-observed VTEC, and it carries its own distinct target_definition_id. The Phase 1 grid-cell target population is not the Phase 2 IPP target population: no numerical equivalence between the Phase 1 and Phase 2 targets is claimed, and Phase 2 is a fixed-protocol replication on a new target lineage, not a second statistically independent blind test (Vision 2.2, 6.6). Part of any measured IRI or GIM difference is a geometry and sampling artefact rather than skill: Phase 1 compares a grid cell against a station-coordinate evaluation, Phase 2 an IPP cloud against a zenith estimate (Vision 6.6)."
2022-11-01T01:00:00Z,BSHM,32,35,"[32, 33)","[35, 36)",7.0398,12,1.26307,300.0,0.531509,6f8330c7396a,True,P1A,GNSS_VTEC,GRIDDed_VTEC_1H,"The Phase 1 target is location-sampled gridded VTEC (Madrigal cell), never receiver-specific station-observed VTEC, and it carries its own distinct target_definition_id. The Phase 1 grid-cell target population is not the Phase 2 IPP target population: no numerical equivalence between the Phase 1 and Phase 2 targets is claimed, and Phase 2 is a fixed-protocol replication on a new target lineage, not a second statistically independent blind test (Vision 2.2, 6.6). Part of any measured IRI or GIM difference is a geometry and sampling artefact rather than skill: Phase 1 compares a grid cell against a station-coordinate evaluation, Phase 2 an IPP cloud against a zenith estimate (Vision 6.6)."
2022-11-01T02:00:00Z,BSHM,32,35,"[32, 33)","[35, 36)",5.64396,12,1.2234799999999995,300.0,0.460774,6f8330c7396a,True,P1A,GNSS_VTEC,GRIDDed_VTEC_1H,"The Phase 1 target is location-sampled gridded VTEC (Madrigal cell), never receiver-specific station-observed VTEC, and it carries its own distinct target_definition_id. The Phase 1 grid-cell target population is not the Phase 2 IPP target population: no numerical equivalence between the Phase 1 and Phase 2 targets is claimed, and Phase 2 is a fixed-protocol replication on a new target lineage, not a second statistically independent blind test (Vision 2.2, 6.6). Part of any measured IRI or GIM difference is a geometry and sampling artefact rather than skill: Phase 1 compares a grid cell against a station-coordinate evaluation, Phase 2 an IPP cloud against a zenith estimate (Vision 6.6)."
2022-11-01T03:00:00Z,BSHM,32,35,"[32, 33)","[35, 36)",5.0065100000000005,12,4.337339999999999,300.0,0.537139,6f8330c7396a,True,P1A,GNSS_VTEC,GRIDDed_VTEC_1H,"The Phase 1 target is location-sampled gridded VTEC (Madrigal cell), never receiver-specific station-observed VTEC, and it carries its own distinct target_definition_id. The Phase 1 grid-cell target population is not the Phase 2 IPP target population: no numerical equivalence between the Phase 1 and Phase 2 targets is claimed, and Phase 2 is a fixed-protocol replication on a new target lineage, not a second statistically independent blind test (Vision 2.2, 6.6). Part of any measured IRI or GIM difference is a geometry and sampling artefact rather than skill: Phase 1 compares a grid cell against a station-coordinate evaluation, Phase 2 an IPP cloud against a zenith estimate (Vision 6.6)."
2022-11-01T04:00:00Z,BSHM,32,35,"[32, 33)","[35, 36)",13.0447,12,7.1451899999999995,300.0,0.5317320000000001,6f8330c7396a,True,P1A,GNSS_VTEC,GRIDDed_VTEC_1H,"The Phase 1 target is location-sampled gridded VTEC (Madrigal cell), never receiver-specific station-observed VTEC, and it carries its own distinct target_definition_id. The Phase 1 grid-cell target population is not the Phase 2 IPP target population: no numerical equivalence between the Phase 1 and Phase 2 targets is claimed, and Phase 2 is a fixed-protocol replication on a new target lineage, not a second statistically independent blind test (Vision 2.2, 6.6). Part of any measured IRI or GIM difference is a geometry and sampling artefact rather than skill: Phase 1 compares a grid cell against a station-coordinate evaluation, Phase 2 an IPP cloud against a zenith estimate (Vision 6.6)."
2022-11-01T05:00:00Z,BSHM,32,35,"[32, 33)","[35, 36)",21.390700000000002,12,5.4617,300.0,0.476516,6f8330c7396a,True,P1A,GNSS_VTEC,GRIDDed_VTEC_1H,"The Phase 1 target is location-sampled gridded VTEC (Madrigal cell), never receiver-specific station-observed VTEC, and it carries its own distinct target_definition_id. The Phase 1 grid-cell target population is not the Phase 2 IPP target population: no numerical equivalence between the Phase 1 and Phase 2 targets is claimed, and Phase 2 is a fixed-protocol replication on a new target lineage, not a second statistically independent blind test (Vision 2.2, 6.6). Part of any measured IRI or GIM difference is a geometry and sampling artefact rather than skill: Phase 1 compares a grid cell against a station-coordinate evaluation, Phase 2 an IPP cloud against a zenith estimate (Vision 6.6)."
2022-11-01T06:00:00Z,BSHM,32,35,"[32, 33)","[35, 36)",26.71415,12,5.704599999999999,300.0,0.616752,6f8330c7396a,True,P1A,GNSS_VTEC,GRIDDed_VTEC_1H,"The Phase 1 target is location-sampled gridded VTEC (Madrigal cell), never receiver-specific station-observed VTEC, and it carries its own distinct target_definition_id. The Phase 1 grid-cell target population is not the Phase 2 IPP target population: no numerical equivalence between the Phase 1 and Phase 2 targets is claimed, and Phase 2 is a fixed-protocol replication on a new target lineage, not a second statistically independent blind test (Vision 2.2, 6.6). Part of any measured IRI or GIM difference is a geometry and sampling artefact rather than skill: Phase 1 compares a grid cell against a station-coordinate evaluation, Phase 2 an IPP cloud against a zenith estimate (Vision 6.6)."
2022-11-01T07:00:00Z,BSHM,32,35,"[32, 33)","[35, 36)",29.4507,12,3.6628000000000043,300.0,0.651231,6f8330c7396a,True,P1A,GNSS_VTEC,GRIDDed_VTEC_1H,"The Phase 1 target is location-sampled gridded VTEC (Madrigal cell), never receiver-specific station-observed VTEC, and it carries its own distinct target_definition_id. The Phase 1 grid-cell target population is not the Phase 2 IPP target population: no numerical equivalence between the Phase 1 and Phase 2 targets is claimed, and Phase 2 is a fixed-protocol replication on a new target lineage, not a second statistically independent blind test (Vision 2.2, 6.6). Part of any measured IRI or GIM difference is a geometry and sampling artefact rather than skill: Phase 1 compares a grid cell against a station-coordinate evaluation, Phase 2 an IPP cloud against a zenith estimate (Vision 6.6)."
2022-11-01T08:00:00Z,BSHM,32,35,"[32, 33)","[35, 36)",33.442,12,2.112400000000001,300.0,0.532362,6f8330c7396a,True,P1A,GNSS_VTEC,GRIDDed_VTEC_1H,"The Phase 1 target is location-sampled gridded VTEC (Madrigal cell), never receiver-specific station-observed VTEC, and it carries its own distinct target_definition_id. The Phase 1 grid-cell target population is not the Phase 2 IPP target population: no numerical equivalence between the Phase 1 and Phase 2 targets is claimed, and Phase 2 is a fixed-protocol replication on a new target lineage, not a second statistically independent blind test (Vision 2.2, 6.6). Part of any measured IRI or GIM difference is a geometry and sampling artefact rather than skill: Phase 1 compares a grid cell against a station-coordinate evaluation, Phase 2 an IPP cloud against a zenith estimate (Vision 6.6)."
2022-11-01T09:00:00Z,BSHM,32,35,"[32, 33)","[35, 36)",33.42345,10,1.552100000000003,900.0,0.701966,6f8330c7396a,True,P1A,GNSS_VTEC,GRIDDed_VTEC_1H,"The Phase 1 target is location-sampled gridded VTEC (Madrigal cell), never receiver-specific station-observed VTEC, and it carries its own distinct target_definition_id. The Phase 1 grid-cell target population is not the Phase 2 IPP target population: no numerical equivalence between the Phase 1 and Phase 2 targets is claimed, and Phase 2 is a fixed-protocol replication on a new target lineage, not a second statistically independent blind test (Vision 2.2, 6.6). Part of any measured IRI or GIM difference is a geometry and sampling artefact rather than skill: Phase 1 compares a grid cell against a station-coordinate evaluation, Phase 2 an IPP cloud against a zenith estimate (Vision 6.6)."
